ID,Group,Time,complexity.b,complexity.f,AVD.b,AVD.f,MDS1.b,MDS1.f,Richness.b,Richness.f
GD3_3_22,SGE,2022,0.371716511,0.24559882,0.581452671,0.355609196,-0.050593326,-0.228446356,2403,325
GD3_3_23,SGE,2023,0.365011027,0.270513136,0.614193628,0.372642538,-0.050387956,-0.1324905,2496,763
GD3_4_20,SGE,2020,0.351122155,0.309286989,0.564676769,0.356626594,-0.040336406,-0.221964113,2356,529
GD3_4_21,SGE,2021,0.356747097,0.242207649,0.55166336,0.351258224,-0.053480353,-0.143465156,2426,835
GD3_4_22,SGE,2022,0.352932642,0.279858925,0.590402594,0.330335307,0.013917378,-0.217759074,2343,444
GD3_4_23,SGE,2023,0.363832714,0.27071972,0.60360764,0.374175973,0.034076598,-0.205736567,2443,499
GD3_5_20,SGE,2020,0.361152886,0.254045402,0.498627748,0.347279265,-0.054802441,-0.120856394,2464,669
GD3_5_21,SGE,2021,0.368502387,0.253305784,0.536421746,0.396364393,-0.074062612,-0.119207182,2442,938
GD3_5_22,SGE,2022,0.365309834,0.283292681,0.576625126,0.329347861,-0.031788995,-0.222180958,2404,562
GD3_5_23,SGE,2023,0.368502301,0.264315566,0.592541707,0.362792301,0.029308969,-0.120125106,2426,699
HA4_1_19,EDG,2019,0.462300034,0.397495054,0.955499039,0.242910427,0.297248718,0.42768922,2698,833
HA4_1_20,EDG,2020,0.567807279,0.364293185,0.609748099,0.308629361,-0.094602617,-0.185773021,2526,404
HA4_1_21,EDG,2021,0.592946905,0.384213864,0.64636166,0.323094147,-0.173358195,-0.173592822,2688,838
HA4_1_22,EDG,2022,0.605237658,0.400690449,0.637579239,0.414799603,-0.077977971,-0.150668351,2635,735
HA4_1_23,EDG,2023,0.603163529,0.375101245,0.660763993,0.433063263,0.053897086,-0.132414976,2460,725
HA4_2_19,EDG,2019,0.46871233,0.555988393,0.90575974,0.468011424,0.27511177,0.207011911,2177,1863
HA4_2_20,EDG,2020,0.586463767,0.383141562,0.71146701,0.235156184,-0.247910956,-0.448698757,2236,351
HA4_2_21,EDG,2021,0.600611618,0.383026019,0.814406704,0.382727691,-0.310166048,-0.223143653,2162,890
HA4_2_22,EDG,2022,0.608097045,0.388204679,0.624722048,0.339243169,-0.068190989,-0.198082797,2506,636
HA4_2_23,EDG,2023,0.602348935,0.367827468,0.655757449,0.294421693,-0.055640654,-0.206537402,2276,509
HA4_3_19,EDG,2019,0.509059774,0.558121722,0.91725604,0.490855243,0.283376833,0.205938646,2426,1986
HA4_3_20,EDG,2020,0.539780725,0.354739915,0.614781128,0.367229589,-0.18104026,-0.13951583,2269,734
HA4_3_21,EDG,2021,0.59201552,0.38514023,0.679355472,0.397598684,-0.177675221,-0.042345516,2473,1692
HA4_3_22,EDG,2022,0.574507479,0.402736874,0.622284075,0.413966434,-0.054224838,-0.083252795,2539,838
HA4_3_23,EDG,2023,0.604232401,0.352758018,0.660191186,0.39635946,-0.106808157,-0.151603616,2432,869
HA4_4_19,EDG,2019,0.492171896,0.575158848,0.966768818,0.488311939,0.225403387,0.206547778,2446,1908
HA4_4_20,EDG,2020,0.602158371,0.314208866,0.609513382,0.237065931,-0.138502156,-0.288676606,2567,388
HA4_4_21,EDG,2021,0.5848887,0.392969367,0.681533944,0.397460481,-0.182234394,-0.184666898,2551,984
HA4_4_22,EDG,2022,0.612235237,0.386619954,0.661462494,0.330830247,-0.11986007,-0.2722165,2466,577
HA4_4_23,EDG,2023,0.577131387,0.373160586,0.687178915,0.406746127,-0.076133727,-0.031875734,2573,956
HA4_5_19,EDG,2019,0.493407555,0.541976723,0.844709572,0.508887565,0.277990177,0.203556283,2404,2138
HA4_5_20,EDG,2020,0.565181831,0.387915101,0.849419079,0.397047171,-0.287448043,-0.185918273,2447,766
HA4_5_21,EDG,2021,0.59504933,0.403647985,0.685491562,0.388312051,-0.219044643,-0.108461811,2461,962
HA4_5_22,EDG,2022,0.601062234,0.387241325,0.701265646,0.413759994,-0.144687358,-0.151204705,2546,720
HA4_5_23,EDG,2023,0.578903264,0.369397824,0.734312817,0.441210258,-0.156935673,-0.099746484,2593,957
HC4_1_19,EDG,2019,0.509312271,0.520905286,0.79686932,0.394151991,0.310737153,0.237545917,2501,1752
HC4_1_20,EDG,2020,0.61306251,0.410226745,0.591226411,0.3371331,-0.120395597,0.065276445,2546,469
HC4_1_21,EDG,2021,0.609111209,0.434262984,0.542590903,0.348268518,-0.057366266,-0.14640517,2693,810
HC4_1_22,EDG,2022,0.607088486,0.362771409,0.549286821,0.393127737,-0.018693748,-0.114366973,2587,470
HC4_1_23,EDG,2023,0.615947036,0.371622141,0.578329352,0.39550882,-0.013554914,-0.110630866,2499,878
HC4_2_19,EDG,2019,0.502906276,0.472011927,0.755163814,0.458610497,0.289320651,0.209778994,2019,2072
HC4_2_20,EDG,2020,0.598479436,0.312038453,0.544997663,0.237989771,0.000890025,-0.315317283,2386,418
HC4_2_21,EDG,2021,0.621488849,0.391592685,0.568722389,0.269911019,-0.078215122,-0.169204231,2426,646
HC4_2_22,EDG,2022,0.603414612,0.427166399,0.561775361,0.318041176,-0.01002681,-0.159476156,2409,539
HC4_2_23,EDG,2023,0.612630666,0.383169631,0.598717238,0.28859646,-0.061028163,-0.176835794,2518,583
HC4_3_19,EDG,2019,0.465784554,0.476562487,0.753817596,0.466463986,0.281606787,0.209836953,2514,1921
HC4_3_20,EDG,2020,0.599136698,0.362252958,0.560148493,0.407977904,-0.097739875,-0.046297669,2568,800
HC4_3_21,EDG,2021,0.601606784,0.395134722,0.522059176,0.39948913,-0.053587215,-0.095327152,2541,941
HC4_3_22,EDG,2022,0.608873939,0.389450615,0.566234204,0.397092409,-0.015708001,-0.097569066,2537,607
HC4_3_23,EDG,2023,0.612471713,0.37267045,0.606499726,0.30488535,0.032493589,-0.264153036,2608,548
HC4_4_19,EDG,2019,0.469782109,0.517765462,0.734424967,0.482832783,0.285885271,0.218187978,2355,1842
HC4_4_20,EDG,2020,0.588237245,0.356914785,0.528530292,0.301228202,-0.005711551,-0.18407021,2348,608
HC4_4_21,EDG,2021,0.610141398,0.432017115,0.538193713,0.420220231,-0.045390892,-0.100750705,2452,1013
HC4_4_22,EDG,2022,0.604116437,0.423529021,0.59478376,0.385761108,-0.00898607,-0.102942874,2471,639
HC4_4_23,EDG,2023,0.601255098,0.366912404,0.581008928,0.344919522,-0.055043931,-0.007147388,2448,646
HC4_5_19,EDG,2019,0.481380127,0.478811819,0.709797016,0.451228708,0.274710155,0.216968162,2591,1785
HC4_5_20,EDG,2020,0.610459685,0.396709193,0.527515709,0.382544545,-0.024726616,-0.161691431,2518,835
HC4_5_21,EDG,2021,0.60358412,0.479383016,0.512791173,0.36929587,-0.043738974,-0.029491003,2505,1068
HC4_5_22,EDG,2022,0.609504026,0.403802718,0.564598541,0.407010191,0.015245523,-0.109338717,2413,747
HC4_5_23,EDG,2023,0.607991278,0.388951571,0.582794114,0.386566543,-0.013479551,-0.040659522,2606,776
HD4_1_19,EDG,2019,0.485863752,0.517323038,0.786576949,0.409047016,0.309269243,0.227750595,2472,1699
HD4_1_20,EDG,2020,0.600691867,0.422497777,0.585007919,0.411935206,-0.021058436,-0.070151324,2581,561
HD4_1_21,EDG,2021,0.610323408,0.422012598,0.562504139,0.392696428,-0.007430022,-0.109924988,2705,837
HD4_1_22,EDG,2022,0.579393963,0.329071118,0.618724339,0.408594077,0.040101295,-0.13554437,2594,390
HD4_1_23,EDG,2023,0.606291281,0.436281222,0.586943505,0.386034807,0.022952,-0.092048894,2797,730
HD4_2_19,EDG,2019,0.485873423,0.525134122,0.746107859,0.477096044,0.290624755,0.218239102,2270,2105
HD4_2_20,EDG,2020,0.613092658,0.409594597,0.545588055,0.295595109,-0.018323644,-0.176476901,2398,625
HD4_2_21,EDG,2021,0.616647734,0.378078473,0.554091296,0.303632722,-0.019500253,-0.112964392,2143,716
HD4_2_22,EDG,2022,0.560155819,0.407346889,0.589241613,0.407485847,0.023026576,-0.114355846,2306,496
HD4_2_23,EDG,2023,0.599642938,0.383884016,0.566362132,0.284235927,-0.024414688,-0.179077492,1965,568
HD4_3_19,EDG,2019,0.462157588,0.473077179,0.75412482,0.490247792,0.287728883,0.218151969,2301,1887
HD4_3_20,EDG,2020,0.565122321,0.331919845,0.512194331,0.396564704,0.002363332,-0.078111393,2368,709
HD4_3_21,EDG,2021,0.583372168,0.404110283,0.57280045,0.378231968,0.018658149,-0.078327704,2302,801
HD4_3_22,EDG,2022,0.601011325,0.415226688,0.536660632,0.391990089,0.007648136,-0.106889044,2201,555
HD4_3_23,EDG,2023,0.610003375,0.443855044,0.620394567,0.293254351,0.015383642,-0.113079261,2387,728
HD4_4_19,EDG,2019,0.454227948,0.522117211,0.721368934,0.520283083,0.286409217,0.227139288,1967,2392
HD4_4_20,EDG,2020,0.585443461,0.430719162,0.527347792,0.330008632,-0.008928398,-0.125812456,2037,660
HD4_4_21,EDG,2021,0.566945771,0.396808774,0.5755665,0.380574005,-0.011325751,-0.091866534,2320,671
HD4_4_22,EDG,2022,0.61288601,0.395929576,0.584132803,0.426879508,-0.008291361,-0.1418785,2405,496
HD4_4_23,EDG,2023,0.613889588,0.362702301,0.555780649,0.386669112,0.012318301,-0.020213718,2313,691
HD4_5_19,EDG,2019,0.518495419,0.484882964,0.768512462,0.474381231,0.254808413,0.218418451,2573,1745
HD4_5_20,EDG,2020,0.550147612,0.356303345,0.570856408,0.413512623,0.070963223,-0.105110823,2450,389
HD4_5_21,EDG,2021,0.607056071,0.455472427,0.508950585,0.355567441,-0.009432421,-0.022020128,2512,846
HD4_5_22,EDG,2022,0.600395481,0.426399747,0.613942525,0.387962619,0.011246601,-0.184773282,2427,567
HD4_5_23,EDG,2023,0.605657873,0.370363927,0.591426781,0.347418138,0.033581535,-0.033721997,2462,687
NA1_1_19,LGE,2019,0.348907107,0.322643079,0.823056527,0.441456921,0.300220995,0.317949633,2699,1421
NA1_1_20,LGE,2020,0.436728591,0.297216231,0.525801397,0.287955554,-0.066511431,-0.260119057,2677,276
NA1_1_21,LGE,2021,0.429220074,0.320581043,0.613900997,0.35936043,-0.123884446,-0.111465766,2635,882
NA1_1_22,LGE,2022,0.428249793,0.299088219,0.587060735,0.354468932,-0.034325371,-0.030402362,2655,678
NA1_1_23,LGE,2023,0.426576124,0.298416396,0.691405421,0.334199099,0.034455719,-0.059176553,2624,748
NA1_2_19,LGE,2019,0.354359651,0.324858848,0.838690225,0.70010643,0.2785624,0.206424859,2584,1405
NA1_2_20,LGE,2020,0.452128269,0.199417174,0.548727379,0.291353714,-0.08338162,-0.211375816,1938,434
NA1_2_21,LGE,2021,0.434859926,0.310240376,0.585570285,0.388880839,-0.12025134,-0.10635542,2590,907
NA1_2_22,LGE,2022,0.429631475,0.322480047,0.600346211,0.340018092,-0.074306358,-0.095714573,2372,846
NA1_2_23,LGE,2023,0.447507092,0.320722061,0.690336688,0.376325893,-0.093964756,-0.088620081,2599,898
NA1_3_19,LGE,2019,0.377372006,0.331339498,0.756283603,0.497625741,0.277705915,0.223459413,2724,1457
NA1_3_20,LGE,2020,0.440611062,0.347609676,0.566510705,0.362087107,-0.113980342,-0.072830593,2693,655
NA1_3_21,LGE,2021,0.418116824,0.286974076,0.625659194,0.318864573,-0.150806984,-0.118953082,2731,811
NA1_3_22,LGE,2022,0.437274512,0.316893699,0.590424337,0.350629472,-0.047005519,-0.079123098,2712,847
NA1_3_23,LGE,2023,0.43752769,0.304897943,0.659246947,0.346092571,-0.049635073,-0.076322258,2612,729
NA1_4_19,LGE,2019,0.336598472,0.336764705,0.830607338,0.736051801,0.309897802,0.246124229,2287,1613
NA1_4_20,LGE,2020,0.433965183,0.318750276,0.55034827,0.352817869,-0.082655942,-0.171210329,2415,514
NA1_4_21,LGE,2021,0.419545471,0.324797872,0.580751757,0.361969309,-0.105876576,-0.101129564,2421,975
NA1_4_22,LGE,2022,0.423883588,0.307197135,0.588597949,0.331843961,-0.053249026,-0.109229901,2385,692
NA1_4_23,LGE,2023,0.433299363,0.299736335,0.636087871,0.362733383,-0.059450018,-0.085878485,2520,851
NA1_5_19,LGE,2019,0.362332575,0.324945101,0.813454965,0.671676311,0.253002479,0.234514283,2366,1648
NA1_5_20,LGE,2020,0.431484802,0.315264971,0.558060225,0.333679727,-0.090028264,-0.144688337,2381,605
NA1_5_21,LGE,2021,0.438860341,0.304262267,0.615941354,0.343118095,-0.164026755,-0.055647524,2365,873
NA1_5_22,LGE,2022,0.441209652,0.32852363,0.529728992,0.39520711,-0.041658295,-0.054201599,2409,553
NA1_5_23,LGE,2023,0.430176699,0.324259804,0.584046135,0.367600718,-0.058352799,-0.058701308,2353,921
NA2_1_19,LGE,2019,0.317598173,0.356550571,0.827544638,0.570923018,0.282030823,0.269055477,2234,2617
NA2_1_20,LGE,2020,0.420514618,0.214958227,0.545342723,0.341282046,-0.045497864,0.104873257,2542,529
NA2_1_21,LGE,2021,0.432137876,0.24501804,0.614884968,0.326233224,-0.110566605,0.042025825,2418,803
NA2_1_22,LGE,2022,0.442301343,0.339152021,0.592877702,0.389444429,-0.06452562,0.048514429,2418,720
NA2_1_23,LGE,2023,0.446090945,0.299941968,0.639973018,0.318577019,-0.032937856,0.027081422,2381,778
NA2_2_19,LGE,2019,0.359079855,0.337873131,0.768355707,0.702659263,0.247379211,0.346443741,2610,3188
NA2_2_20,LGE,2020,0.443146322,0.317352314,0.578292318,0.35452367,-0.095294615,0.076102505,2559,766
NA2_2_21,LGE,2021,0.454910051,0.226079007,0.633659958,0.35810843,-0.133395615,0.034408038,2537,818
NA2_2_22,LGE,2022,0.438129794,0.35422627,0.6070722,0.343166313,-0.081067349,-0.016103093,2519,948
NA2_2_23,LGE,2023,0.460415903,0.270236712,0.630818646,0.386848827,-0.046713293,0.027791926,2416,890
NA2_3_19,LGE,2019,0.340089483,0.348573715,0.799847407,0.571576854,0.269284903,0.210790909,2440,1366
NA2_3_20,LGE,2020,0.454646411,0.234874641,0.607954262,0.334108604,-0.15552106,0.05730483,2423,577
NA2_3_21,LGE,2021,0.455163711,0.240490074,0.644007025,0.37411624,-0.121658113,0.06587168,2560,804
NA2_3_22,LGE,2022,0.455352889,0.254097819,0.587818031,0.39188164,-0.055011763,-0.007629703,2330,777
NA2_3_23,LGE,2023,0.439548398,0.290494154,0.621555957,0.315378501,-0.015417781,0.067023158,2553,733
NA2_4_19,LGE,2019,0.345091812,0.326116122,0.832674974,0.539336268,0.282096272,0.262413411,2547,1226
NA2_4_20,LGE,2020,0.433564589,0.32905347,0.531540764,0.33194698,-0.065392045,0.049768471,2449,799
NA2_4_21,LGE,2021,0.448824836,0.251548456,0.606263288,0.405126094,-0.121962438,0.080806727,2430,788
NA2_4_22,LGE,2022,0.440459718,0.29975549,0.630671565,0.361392022,-0.094325374,0.033956496,2309,765
NA2_4_23,LGE,2023,0.44159159,0.348514822,0.624227346,0.318684069,-0.01766116,0.055479526,2470,832
NA2_5_19,LGE,2019,0.359931492,0.346090974,0.785611951,0.484046167,0.271910377,0.246294726,2553,1343
NA2_5_20,LGE,2020,0.452860944,0.201589279,0.581804396,0.254783414,-0.092864755,0.084181681,2614,511
NA2_5_21,LGE,2021,0.435999723,0.223898293,0.611859449,0.419207456,-0.117205319,-0.007873857,2601,962
NA2_5_22,LGE,2022,0.425034789,0.267462534,0.600579711,0.335569156,-0.090975292,0.025073304,2568,714
NA2_5_23,LGE,2023,0.419262009,0.349592425,0.587392277,0.350064453,0.007688308,0.051565396,2442,872
NA3_1_19,LGE,2019,0.337356955,0.339938949,0.845925508,0.581020636,0.311408961,0.224190242,2314,1582
NA3_1_20,LGE,2020,0.422514808,0.314938769,0.595882946,0.319453515,-0.160785641,-0.202604225,2470,550
NA3_1_21,LGE,2021,0.415465211,0.306047687,0.654644609,0.388813278,-0.167254354,-0.174296664,2265,955
NA3_1_22,LGE,2022,0.423645227,0.319126318,0.588690276,0.371570061,-0.08904692,-0.132775052,2381,717
NA3_1_23,LGE,2023,0.425258388,0.30344396,0.613842317,0.3956611,-0.059160493,-0.136810398,2374,809
NA3_2_19,LGE,2019,0.320598036,0.343040889,0.774895627,0.468591506,0.277665913,0.220580288,2554,1340
NA3_2_20,LGE,2020,0.427946461,0.338485035,0.584165427,0.296219456,-0.125567411,-0.194393652,2442,649
NA3_2_21,LGE,2021,0.452353727,0.320865439,0.617235809,0.424151929,-0.145536237,-0.113392583,2483,984
NA3_2_22,LGE,2022,0.427306403,0.317807666,0.628848608,0.354387336,-0.088960219,-0.14433375,2484,753
NA3_2_23,LGE,2023,0.415918126,0.314749945,0.603176127,0.268932867,-0.017005389,-0.253863421,2525,735
NA3_3_19,LGE,2019,0.338518599,0.346852762,0.794302417,0.559734002,0.282449211,0.214892972,2426,1472
NA3_3_20,LGE,2020,0.430270308,0.31270764,0.54338597,0.290754522,-0.109166043,-0.186373498,2657,609
NA3_3_21,LGE,2021,0.433199242,0.315139964,0.630483761,0.371181759,-0.167075741,-0.151342741,2696,902
NA3_3_22,LGE,2022,0.426206609,0.308318278,0.600509456,0.394291088,-0.097101688,-0.127518712,2681,898
NA3_3_23,LGE,2023,0.425004303,0.315973759,0.615827781,0.401175647,-0.066212899,-0.115650832,2647,813
NA3_4_19,LGE,2019,0.365717697,0.352018152,0.805728671,0.492337816,0.275295462,0.211023975,2653,1525
NA3_4_20,LGE,2020,0.439356641,0.313236409,0.675096681,0.366906796,-0.21188253,-0.171295866,2601,797
NA3_4_21,LGE,2021,0.441369215,0.322696054,0.695579173,0.355824167,-0.210619819,-0.18929512,2406,834
NA3_4_22,LGE,2022,0.426034279,0.292311836,0.599800076,0.356383884,-0.055543498,-0.064827533,2604,845
NA3_4_23,LGE,2023,0.443158209,0.295104429,0.660616732,0.341252437,-0.130692457,-0.096333273,2447,910
NA3_5_19,LGE,2019,0.310753642,0.35375254,0.851575675,0.508030018,0.320368322,0.233498297,2597,1408
NA3_5_20,LGE,2020,0.428170713,0.331783516,0.644251501,0.344507516,-0.158879038,-0.196782113,2545,661
NA3_5_21,LGE,2021,0.428006703,0.311894134,0.65348464,0.360820984,-0.175519819,-0.132366818,2503,869
NA3_5_22,LGE,2022,0.428488384,0.313026943,0.6366364,0.388092516,-0.110083693,-0.158416245,2536,747
NA3_5_23,LGE,2023,0.434329056,0.304315614,0.602623999,0.376124702,-0.069460572,-0.130911921,2496,888
NC1_1_19,LGE,2019,0.30015763,0.308580094,0.761353197,0.481431572,0.301939669,0.231965754,2604,1441
NC1_1_20,LGE,2020,0.417874451,0.21348216,0.583735186,0.354327412,-0.131849581,-0.062110899,2563,611
NC1_1_21,LGE,2021,0.441840377,0.297503606,0.520934417,0.364594299,-0.050707432,-0.053118551,2577,1186
NC1_1_22,LGE,2022,0.417980476,0.342427422,0.541685335,0.386378303,-0.006106554,-0.048056277,2395,561
NC1_1_23,LGE,2023,0.432664228,0.326910327,0.61034495,0.365823639,0.01085668,-0.046537061,2465,826
NC1_2_19,LGE,2019,0.315081046,0.34547908,0.715106715,0.601413473,0.298593028,0.19715267,2406,1865
NC1_2_20,LGE,2020,0.430034419,0.302368221,0.536834434,0.322075204,-0.077202187,-0.101608118,2436,733
NC1_2_21,LGE,2021,0.42680923,0.32571059,0.548315265,0.335229412,-0.079932823,-0.06836004,2278,1059
NC1_2_22,LGE,2022,0.431134428,0.323475158,0.578007795,0.355496176,-0.077690865,-0.071023785,2401,576
NC1_2_23,LGE,2023,0.426591176,0.313906669,0.669157729,0.366897451,-0.083627898,-0.099855765,2346,803
NC1_3_19,LGE,2019,0.32064218,0.344544213,0.761102848,0.513358053,0.295488434,0.219160695,2488,2118
NC1_3_20,LGE,2020,0.424378027,0.271025687,0.529418875,0.334822575,-0.03501456,-0.018110771,2344,524
